OBJECTID,מס' סידורי,עיר,רשות תמרור,מרכז מטרופוליני,שלב,קוד צומת במערכת אביבים,X,Y,סטטוס,שם,רחוב ראשי,שם רחוב 1,שם רחוב 2,שם רחוב 3,שם רחוב 4,נת''צ קיים,מהיר לעיר,הקו הכחול,רכבת קלה - הקו האדום,רכבת קלה - הקו הירוק,רכבת קלה - הקו הסגול,הקו החום,הקו הירוק,אופני דן,ללא פרוייקט,קווי המטרונית,קוד צומת ברשות מקומית,MANTA_AUTH,מעודכן לתאריך,מקור,Fast2City_,x,y
506,506.000000,פתח תקווה,פתח תקווה,0.000000, ,9049.000000,188703.829500,667223.509500,קיים,גיסין אבשלום סנה משה,אבשלום גיסין,משה סנה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188703.83,667223.51
507,507.000000,פתח תקווה,פתח תקווה,0.000000, ,9050.000000,188956.165300,667219.331000,קיים,גיסין אבשלום פינסקר,אבשלום גיסין,פינסקר,מבצע יפתח, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188956.165,667219.331
508,508.000000,פתח תקווה,פתח תקווה,0.000000, ,9051.000000,189167.696900,667237.161400,קיים,גיסין אבשלום ברוך איסחקוב,אבשלום גיסין,ברוך איסחקוב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189167.697,667237.161
509,509.000000,פתח תקווה,פתח תקווה,0.000000, ,9052.000000,189408.520800,667254.782400,קיים,גיסין אבשלום בן דרור מרדכי,אבשלום גיסין,מדרכי בן דרור,המכבים,חיה פינשטיין, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189408.521,667254.782
510,510.000000,פתח תקווה,פתח תקווה,0.000000, ,9053.000000,189588.214100,667347.574300,קיים,בן דרור מרדכי דורני שלום,מדרכי בן דרור,שלום דורני, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189588.214,667347.574
511,511.000000,פתח תקווה,פתח תקווה,0.000000, ,9054.000000,189957.637200,667554.977900,קיים,בן דרור מרדכי,מדרכי בן דרור, , , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189957.637,667554.978
512,512.000000,פתח תקווה,פתח תקווה,0.000000, ,9055.000000,187900.669000,667032.933200,קיים,הרב מלכה משה גרינשפן,הרב משה מלכה,גרינשפן, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187900.669,667032.933
513,513.000000,פתח תקווה,פתח תקווה,0.000000, ,9056.000000,188473.624200,667041.663900,קיים,גרינשפן לודיוב,גרינשפן,לודיוב,חנן לויתן, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188473.624,667041.664
514,514.000000,פתח תקווה,פתח תקווה,0.000000, ,9057.000000,188738.302700,667380.366500,קיים,סנה משה רום יעל,משה סנה,יעל רום, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188738.303,667380.367
515,515.000000,פתח תקווה,פתח תקווה,0.000000, ,9058.000000,188508.432900,667550.811300,קיים,ראשון לציון זכרון יעקב,ראשון לציון,זכרון יעקב,משה פלד, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188508.433,667550.811
516,516.000000,פתח תקווה,פתח תקווה,0.000000, ,9059.000000,188507.269200,667919.640500,קיים,ראשון לציון רחובות,ראשון לציון,רחובות,האלוף רחבעם זאבי, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188507.269,667919.64
517,517.000000,פתח תקווה,פתח תקווה,0.000000, ,9060.000000,188459.207800,668080.573400,קיים,ראשון לציון רפאלי שרגא,ראשון לציון,שרגא רפאלי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188459.208,668080.573
518,518.000000,פתח תקווה,פתח תקווה,0.000000, ,9061.000000,187181.439200,665455.012100,קיים,אורן אבי דנמרק,אבי אורן,דנמרק, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187181.439,665455.012
519,519.000000,פתח תקווה,פתח תקווה,0.000000, ,9062.000000,187387.536300,665428.636800,קיים,אורן אבי דגל ראובן,דגל ראובן,אבי אורן,אמסטרדם,הצייר, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187387.536,665428.637
520,520.000000,פתח תקווה,פתח תקווה,0.000000, ,9063.000000,187638.688100,665395.706800,קיים,דגל ראובן קפלן אליעזר,דגל ראובן,אליעזר קפלן, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187638.688,665395.707
521,521.000000,פתח תקווה,פתח תקווה,0.000000, ,9064.000000,187851.728000,665427.283100,קיים,דגל ראובן צה"ל,דגל ראובן,צה"ל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187851.728,665427.283
522,522.000000,פתח תקווה,פתח תקווה,0.000000, ,9065.000000,187928.153600,665431.905900,קיים,דגל ראובן בן גוריון,דגל ראובן,בן גוריון, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187928.154,665431.906
523,523.000000,פתח תקווה,פתח תקווה,0.000000, ,9066.000000,187707.025600,665862.944500,קיים,קפלן אליעזר ארלוזורוב,ארלוזרוב,אליעזר קפלן,אנסקי, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,187707.026,665862.945
524,524.000000,פתח תקווה,פתח תקווה,0.000000, ,9067.000000,188427.874700,665427.477500,קיים,לוחמי הגיטו דגל ראובן,דגל ראובן,לוחמי הגיטו, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188427.875,665427.478
525,525.000000,פתח תקווה,פתח תקווה,0.000000, ,9068.000000,188655.985200,665420.598200,קיים,דגל ראובן טרומפלדור,דגל ראובן,טרומפלדור, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188655.985,665420.598
526,526.000000,פתח תקווה,פתח תקווה,0.000000, ,9069.000000,188663.019700,665818.740700,קיים,ארלוזורוב טרומפלדור,ארלוזרוב,טרומפלדור,דוד פרנקפורטר, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188663.02,665818.741
527,527.000000,פתח תקווה,פתח תקווה,0.000000, ,9070.000000,188845.278200,664994.594100,קיים,הנשיאים יטקובסקי אחים,הנשיאים,אחים יטקובסקי,אשר בר-לוי, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,188845.278,664994.594
528,528.000000,פתח תקווה,פתח תקווה,0.000000, ,9071.000000,189210.446800,664620.001100,קיים,זרובבל יעקב הנשיאים,הנשיאים,יעקב זורבבל,י"ד הבנים,העצמאות, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189210.447,664620.001
529,529.000000,פתח תקווה,פתח תקווה,0.000000, ,9072.000000,189357.008400,664729.088600,קיים,י"ד הבנים פינס יחיאל מיכל,יחיאל מיכל פינס,י"ד הבנים,רוטשילד,מיכל לייב כץ, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189357.008,664729.089
530,530.000000,פתח תקווה,פתח תקווה,0.000000, ,9073.000000,189227.815200,665166.707400,קיים,קרן קימת לישראל רוטשילד,רוטשילד,קרן קיימת לישראל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189227.815,665166.707
531,531.000000,פתח תקווה,פתח תקווה,0.000000, ,9074.000000,189678.108000,664990.615000,קיים,פינס יחיאל מיכל מינץ בנימין,יחיאל מיכל פינס,בנימין מינץ,חיים חפץ, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189678.108,664990.615
532,532.000000,פתח תקווה,פתח תקווה,0.000000, ,9075.000000,189767.844900,665063.810300,קיים,פינס יחיאל מיכל שפרינצק,יחיאל מיכל פינס,שפרינצק,שמואל סלנט, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189767.845,665063.81
533,533.000000,פתח תקווה,פתח תקווה,0.000000, ,9076.000000,190065.601100,665311.467100,קיים,פינס יחיאל מיכל הרב קלישר,יחיאל מיכל פינס,הרב קלישר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190065.601,665311.467
534,534.000000,פתח תקווה,פתח תקווה,0.000000, ,9077.000000,190446.244600,665631.922500,קיים,עין גנים מחנה יהודה,עין גנים,מחנה יהודה,פנחס דוד, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190446.245,665631.923
535,535.000000,פתח תקווה,נת"י,0.000000, ,9078.000000,191013.197400,663929.064000,קיים,ירושלים,ירושלים (כביש 40),כביש 471, , , ,לא,לא,לא,לא,לא,לא,לא, ,כן,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT22,191013.197,663929.064
536,536.000000,פתח תקווה,פתח תקווה,0.000000, ,9079.000000,191053.257000,664483.736300,קיים,ירושלים הושע,ירושלים (כביש 40),הושע, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,191053.257,664483.736
537,537.000000,פתח תקווה,פתח תקווה,0.000000, ,9080.000000,191182.049600,664883.345100,קיים,דרך בגין מנחם חזן יעקב,דרך מנחם בגין,חזן יעקב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,191182.05,664883.345
538,538.000000,פתח תקווה,פתח תקווה,0.000000, ,9081.000000,191044.175300,664935.113700,קיים,ירושלים שלמה,ירושלים (כביש 40),שלמה,חזן יעקב, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT28,191044.175,664935.114
539,539.000000,פתח תקווה,נת"י,0.000000, ,9082.000000,191516.527300,665258.328100,קיים,ועד ארבע ארצות דרך בגין מנח,דרך מנחם בגין,ועד ארבע ארצות, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,191516.527,665258.328
540,540.000000,פתח תקווה,נת"י,0.000000, ,9083.000000,190932.063200,665506.878400,קיים,ירושלים עין גנים,ירושלים (כביש 40),עין גנים,ועד ארבע ארצות, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT19,190932.063,665506.878
541,541.000000,פתח תקווה,פתח תקווה,0.000000, ,9084.000000,190779.020600,665463.216500,קיים,עין גנים אלתרמן נתן,עין גנים,נתן אלתרמן,אליעזר פרידמן, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT25,190779.021,665463.217
542,542.000000,פתח תקווה,פתח תקווה,0.000000, ,9085.000000,190330.314600,665833.627600,קיים,עין גנים אחד העם,עין גנים,אחד העם, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT24,190330.315,665833.628
543,543.000000,פתח תקווה,פתח תקווה,0.000000, ,9086.000000,190149.720700,666157.251000,קיים,עין גנים וולפסון דוד,עין גנים,דוד וולפסון,א.ד.ג., , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT21,190149.721,666157.251
544,544.000000,פתח תקווה,פתח תקווה,0.000000, ,9087.000000,189574.521400,665697.632600,קיים,סלנט שמואל אחד העם,שמואל סלנט,אחד העם, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189574.521,665697.633
545,545.000000,פתח תקווה,פתח תקווה,0.000000, ,9088.000000,189549.631600,665821.322400,קיים,סלנט שמואל עוזר חיים,שמואל סלנט,עוזר חיים,הרצל, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189549.632,665821.322
546,546.000000,פתח תקווה,פתח תקווה,0.000000, ,9089.000000,189527.897300,665916.483000,קיים,עוזר חיים ההסתדרות,ההסתדרות,עוזר חיים,דוד וולפסון, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189527.897,665916.483
547,547.000000,פתח תקווה,פתח תקווה,0.000000, ,9090.000000,189654.421500,665940.632000,קיים,וולפסון דוד אהרונסון שרה,דוד וולפסון,שרה אהרונסון,העלייה השניה, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189654.422,665940.632
548,548.000000,פתח תקווה,פתח תקווה,0.000000, ,9091.000000,189018.022800,665865.752900,קיים,ההסתדרות פרנקפורטר דוד,ההסתדרות,דוד פרנקפורטר,רוטשילד, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189018.023,665865.753
549,549.000000,פתח תקווה,פתח תקווה,0.000000, ,9092.000000,189289.632700,666309.441700,קיים,שטמפפר יהושע ברון הירש,יהושע שטמפפר,ברון הירש,פנסקר, , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189289.633,666309.442
550,550.000000,פתח תקווה,פתח תקווה,0.000000, ,9093.000000,189375.198800,666355.716800,קיים,שטמפפר יהושע בר כוכבא,יהושע שטמפפר,בר כוכבא,עוזר חיים, , ,כן,לא,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189375.199,666355.717
551,551.000000,פתח תקווה,פתח תקווה,0.000000, ,9094.000000,190844.377700,666108.199000,קיים,ירושלים אדג,ירושלים (כביש 40),א.ד.ג., , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190844.378,666108.199
552,552.000000,פתח תקווה,פתח תקווה,0.000000, ,9095.000000,190903.398300,666423.606200,קיים,ירושלים הותיקים,ירושלים (כביש 40),הותיקים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190903.398,666423.606
553,553.000000,פתח תקווה,נת"י,0.000000, ,9096.000000,190856.099900,667086.448400,קיים,ירושלים הנח"ל,ירושלים (כביש 40),הנח"ל,הרב הרצוג,כביש 483, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190856.1,667086.448
554,554.000000,פתח תקווה,פתח תקווה,0.000000, ,9097.000000,190164.678500,666522.875700,קיים,חזון איש אברבנאל,אברבנאל,חזון איש,סוקולוב,יוסף פפר, ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,190164.679,666522.876
555,555.000000,פתח תקווה,פתח תקווה,0.000000, ,9098.000000,189917.721800,666701.060100,קיים,אברבנאל נחלת צבי,אברבנאל,נחלת צבי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189917.722,666701.06
556,556.000000,פתח תקווה,פתח תקווה,0.000000, ,9099.000000,189838.885900,666764.785800,קיים,אברבנאל המכבים,יהושע שטמפפר,אברבנאל,המכבים, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,189838.886,666764.786
557,557.000000,פתח תקווה,פתח תקווה,0.000000,א,9100.000000,190211.183200,667248.591700,קיים,דרך ספיר יוסף הרב חפוטא יאי,דרך יוסף ספיר,הרב יאיר חפוטא, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,PT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,PT12,190211.183,667248.592
