OBJECTID,מס' סידורי,עיר,רשות תמרור,מרכז מטרופוליני,שלב,קוד צומת במערכת אביבים,X,Y,סטטוס,שם,רחוב ראשי,שם רחוב 1,שם רחוב 2,שם רחוב 3,שם רחוב 4,נת''צ קיים,מהיר לעיר,הקו הכחול,רכבת קלה - הקו האדום,רכבת קלה - הקו הירוק,רכבת קלה - הקו הסגול,הקו החום,הקו הירוק,אופני דן,ללא פרוייקט,קווי המטרונית,קוד צומת ברשות מקומית,MANTA_AUTH,מעודכן לתאריך,מקור,Fast2City_,x,y
1543,1543.000000,עכו,נת"י,0.000000, ,28004.000000,208056.000000,757974.000000,בתכנון,רמז - יהונתן החשמונאי צפון,רמז,יהונתן החשמונאי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,517,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,208056,757974
1544,1544.000000,עכו,נת"י,0.000000, ,28008.000000,208088.000000,758851.000000,בתכנון,רמז - בן עמי צפון,רמז,בן עמי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,521,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,208088,758851
1545,1545.000000,עכו,נת"י,0.000000, ,28007.000000,208046.000000,758757.000000,בתכנון,רמז - בן עמי דרום,רמז,בן עמי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,520,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,208046,758757
1546,1546.000000,עכו,נת"י,0.000000, ,28011.000000,207881.000000,759759.000000,קיים,דרך 8510 - חטיבת גולני,דרך 8510,חטיבת גולני, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,524,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,207881,759759
1547,1547.000000,עכו,נת"י,0.000000, ,28001.000000,208581.000000,757000.000000,בתכנון,רמז - משמר הים,רמז,משמר הים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,514,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,208581,757000
1548,1548.000000,עכו,נת"י,0.000000, ,28005.000000,208037.000000,758433.000000,בתכנון,רמז - דרך החיים,רמז,דרך החיים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן,518,ACO,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,208037,758433
1549,1549.000000,בת ים,בת ים,0.000000,א,3059.000000,175832.000000,657077.000000,קיים,הקוממיות - יוחנן הסנדלר,הקוממיות,יוחנן הסנלדר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175832,657077
1550,1550.000000,בת ים,בת ים,0.000000,א,3060.000000,176005.000000,656986.000000,קיים,הקוממיות - נפחא,הקוממיות,נפחא, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,176005,656986
1551,1551.000000,באר יעקב,נת"י,0.000000, ,29010.000000,183627.000000,650112.000000,קיים,רון ארד - יעקב סיטון,רון ארד,יעקב סיטון, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BRY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,183627,650112
1552,1552.000000,גבעת שמואל,גבעת שמואל,0.000000, ,16005.000000,185601.000000,664735.000000,קיים,זבוטינסקי - הרב הרצוג,זבוטינסקי,הרב הרצוג, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,GS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185601,664735
1553,1553.000000,גבעת שמואל,נת"ע,0.000000, ,16006.000000,186032.000000,664154.000000,קיים,זבוטינסקי - מקס ואנה ווב - גולדה מאיר,זבוטינסקי,מקס ואנה ווב,גולדה מאיר, , ,לא,לא,לא,לא,לא,כן,לא, ,לא,לא,לא, ,GS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186032,664154
1554,1554.000000,קרית אתא,קרית אתא,0.000000,א,23012.000000,209560.000000,746448.650000,בתכנון,פיצול מסלול מטרונית ביאליק/התעלה,ביאליק,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209560,746448.65
1555,1555.000000,קרית אתא,קרית אתא,0.000000,א,23013.000000,209648.330000,746400.200000,בתכנון,מעבר חציה על מטרונית ליד מעגל ביאליק/התעלה,ביאליק,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209648.33,746400.2
1556,1556.000000,קרית אתא,קרית אתא,0.000000,א,23014.000000,209642.600000,746304.230000,בתכנון,צומת התעלה / אחד העם-צומת 1- מערבי,אחד העם,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209642.6,746304.23
1557,1557.000000,קרית אתא,קרית אתא,0.000000,א,23015.000000,209666.380000,746293.540000,בתכנון,צומת התעלה / אחד העם-צומת 2- מזרחי,אחד העם,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209666.38,746293.54
1558,1558.000000,קרית אתא,קרית אתא,0.000000,א,23016.000000,209565.820000,746013.830000,בתכנון,מעגל תנועה התעלה / מנדלי מוכר ספרים- צומת 1,מנדלי מוכר הספרים,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209565.82,746013.83
1559,1559.000000,קרית אתא,קרית אתא,0.000000,א,23017.000000,209567.490000,745950.370000,בתכנון,מעגל תנועה התעלה / מנדלי מוכר ספרים- צומת 2,מנדלי מוכר הספרים,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209567.49,745950.37
1560,1560.000000,קרית אתא,קרית אתא,0.000000,א,23018.000000,209620.730000,745557.500000,קיים,זבולון - התעלה,זבולון,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209620.73,745557.5
1561,1561.000000,קרית אתא,קרית אתא,0.000000,א,23019.000000,209598.770000,745210.190000,בתכנון,מעגל תנועה התעלה / שלום סלח- צומת 1,שלום סלח,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209598.77,745210.19
1562,1562.000000,קרית אתא,קרית אתא,0.000000,א,23020.000000,209575.860000,745151.840000,בתכנון,מעגל תנועה התעלה / שלום סלח- צומת 2,שלום סלח,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209575.86,745151.84
1563,1563.000000,קרית אתא,קרית אתא,0.000000,א,23021.000000,209476.810000,744651.930000,בתכנון,צומת רח' התעלה / כינרת,כינרת,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209476.81,744651.93
1564,1564.000000,קרית אתא,קרית אתא,0.000000,א,23022.000000,209489.930000,744459.980000,בתכנון,מעגל תנועה התעלה / צבר- צפוני צומת 1,צבר,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209489.93,744459.98
1565,1565.000000,קרית אתא,קרית אתא,0.000000,א,23023.000000,209532.980000,744425.620000,בתכנון,מעגל תנועה התעלה / צבר- דרומי צומת 2,צבר,התעלה, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209532.98,744425.62
1566,1566.000000,קרית אתא,קרית אתא,0.000000,א,23024.000000,209865.480000,744419.860000,בתכנון,צומת רח' צבר / העצמאות,העצמאות,צבר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209865.48,744419.86
1567,1567.000000,קרית אתא,קרית אתא,0.000000,א,23025.000000,210371.660000,744411.430000,בתכנון,מעגל תנועה צבר / עוקף מזרחי- מערבי צומת 1,עוקף מזרחי,צבר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210371.66,744411.43
1568,1568.000000,קרית אתא,קרית אתא,0.000000,א,23026.000000,210415.600000,744446.720000,בתכנון,מעגל תנועה צבר / עוקף מזרחי- צפוני צומת 2,עוקף מזרחי,צבר, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210415.6,744446.72
1569,1569.000000,קרית אתא,קרית אתא,0.000000,א,23027.000000,210573.080000,744737.820000,בתכנון,צומת עוקף מזרחי / השופטים,השופטים,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210573.08,744737.82
1570,1570.000000,קרית אתא,קרית אתא,0.000000,א,23028.000000,210863.780000,745037.680000,בתכנון,מעגל תנועה עוקף מזרחי / שד' הציונות- מערבי צומת 1,שד' הציונות,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210863.78,745037.68
1571,1571.000000,קרית אתא,קרית אתא,0.000000,א,23029.000000,210912.750000,745074.830000,בתכנון,מעגל תנועה עוקף מזרחי / שד' הציונות- מזרחי צומת 2,שד' הציונות,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210912.75,745074.83
1572,1572.000000,קרית אתא,קרית אתא,0.000000,א,23030.000000,211444.320000,745259.660000,בתכנון,מעגל תנועה עוקף מזרחי / שד' יוספטל-מערבי צומת 1,שד' יוספטל,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211444.32,745259.66
1573,1573.000000,קרית אתא,קרית אתא,0.000000,א,23031.000000,211500.990000,745268.440000,בתכנון,מעגל תנועה עוקף מזרחי / שד' יוספטל-מזרחי צומת 2,שד' יוספטל,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211500.99,745268.44
1574,1574.000000,קרית אתא,קרית אתא,0.000000,א,23032.000000,211937.520000,745313.560000,בתכנון,מעגל תנועה עוקף מזרחי / כביש מס' 12- מערבי צומת 1,כביש מס' 12,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211937.52,745313.56
1575,1575.000000,קרית אתא,קרית אתא,0.000000,א,23033.000000,211997.720000,745352.630000,בתכנון,מעגל תנועה עוקף מזרחי / כביש מס' 12- צפוני צומת 2,כביש מס' 12,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211997.72,745352.63
1576,1576.000000,קרית אתא,קרית אתא,0.000000,א,23034.000000,212061.270000,745463.930000,בתכנון,עוקף מזרחי- כניסה לשכונת אבוקדו,שכונת אובקדו,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212061.27,745463.93
1577,1577.000000,קרית אתא,קרית אתא,0.000000,א,23035.000000,212175.020000,745651.860000,בתכנון,מעגל תנועה עוקף מזרחי / טרומפלדור- דרומי- צומת 1,טרומפלדור,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212175.02,745651.86
1578,1578.000000,קרית אתא,קרית אתא,0.000000,א,23036.000000,212209.450000,745702.060000,בתכנון,מעגל תנועה עוקף מזרחי / טרומפלדור-צפוני-צומת 2,טרומפלדור,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212209.45,745702.06
1579,1579.000000,קרית אתא,קרית אתא,0.000000,א,23037.000000,212659.660000,746007.700000,בתכנון,מעגל תנועה עוקף מזרחי / דרך מנחם בגין- מערבי צומת 1,דרך מנחם בגין,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212659.66,746007.7
1580,1580.000000,קרית אתא,קרית אתא,0.000000,א,23038.000000,212717.940000,746022.850000,בתכנון,מעגל תנועה עוקף מזרחי / דרך מנחם בגין- מזרחי צומת 2,דרך מנחם בגין,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212717.94,746022.85
1581,1581.000000,קרית אתא,קרית אתא,0.000000,א,23039.000000,212951.230000,746064.550000,בתכנון,צומת עוקף מזרחי / אלברטו ג'קומוטי -מערבי- צומת 1,אלברטו ג'קומוטי,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,212951.23,746064.55
1582,1582.000000,קרית אתא,קרית אתא,0.000000,א,23040.000000,213013.420000,746072.330000,בתכנון,צומת עוקף מזרחי / אלברטו ג'קומוטי - מזרחי צומת 2,אלברטו ג'קומוטי,עוקף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,213013.42,746072.33
1583,1583.000000,קרית אתא,קרית אתא,0.000000,א,23041.000000,211454.140000,745392.410000,בתכנון,צומת שד' יוספטל / כניסה לשכונת אבוקדו דרומי,שד' יוספטל,שכונת אבוקדו, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211454.14,745392.41
1584,1584.000000,קרית אתא,קרית אתא,0.000000,א,23042.000000,211436.770000,745505.210000,בתכנון,צומת שד' יוספטל / כניסה לשכונת אבוקדו צפוני,שד' יוספטל,שכונת אבוקדו, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211436.77,745505.21
1585,1585.000000,קרית אתא,קרית אתא,0.000000,א,23043.000000,211405.770000,745606.300000,בתכנון,מעגל תנועה שד' יוספטל / טרומפלדור- דרומי צומת 1,שד' יוספטל,טרומפלדור, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211405.77,745606.3
1586,1586.000000,קרית אתא,קרית אתא,0.000000,א,23044.000000,211384.100000,745663.610000,בתכנון,מעגל תנועה שד' יוספטל / טרומפלדור-צפוני צומת 2,שד' יוספטל,טרומפלדור, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211384.1,745663.61
1587,1587.000000,קרית אתא,קרית אתא,0.000000,א,23045.000000,211319.260000,745800.050000,בתכנון,מעגל תנועה שד' יוספטל / סירקין- דרומי- צומת 1,שד' יוספטל,סירקין, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211319.26,745800.05
1588,1588.000000,קרית אתא,קרית אתא,0.000000,א,23046.000000,211291.580000,745843.940000,בתכנון,מעגל תנועה שד' יוספטל / סירקין- דרומי- צומת 1,שד' יוספטל,סירקין, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211291.58,745843.94
1589,1589.000000,קרית אתא,קרית אתא,0.000000,א,23047.000000,209992.870000,745152.990000,קיים,שלום סלח / העצמאות,העצמאות,שלום סלח, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209992.87,745152.99
1590,1590.000000,קרית אתא,קרית אתא,0.000000,א,23048.000000,209844.535000,744657.320000,קיים,העצמאות / כינרת,כינרת,העצמאות, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209844.535,744657.32
1591,1591.000000,קרית אתא,קרית אתא,0.000000,א,23049.000000,209404.669000,744654.196000,בתכנון,כינרת / לילנבלום,לילנבלום,לילנבלום, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,209404.669,744654.196
1592,1592.000000,קרית אתא,קרית אתא,0.000000,א,23050.000000,210827.130000,745131.310000,בתכנון,הציונות / התאנים,התאנים,התאנים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210827.13,745131.31
1593,1593.000000,קרית אתא,קרית אתא,0.000000,א,23051.000000,210797.830000,745194.180000,בתכנון,הציונות / הנביאים,הנביאים,הנביאים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,210797.83,745194.18
1594,1594.000000,קרית אתא,קרית אתא,0.000000,א,23052.000000,211169.486000,745694.275000,בתכנון,טרמפלדור / שכונת אבוקדו (הגליל),טרומפלדור,הגליל, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,לא,כן, ,KA,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,211169.486,745694.275
1595,1595.000000,גבעתיים,גבעתיים,0.000000,א,4029.000000,181961.000000,663747.000000,קיים,יצחק רבין - רביבים,דרך יצחק רבין,רביבים, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,GM,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181961,663747
1596,1596.000000,חולון,חולון,0.000000, ,7110.000000,177508.000000,658991.000000,קיים,דוב הוז - מערב,דוב הוז,קק"ל, , , ,לא,לא,לא,לא,לא,לא,לא, ,כן,לא,לא, ,HLN,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,177508,658991
1597,1597.000000,חולון,חולון,0.000000,א,7111.000000,177579.000000,658993.000000,קיים,דב הוז - קק"ל - מזרח ומערב,דוב הוז,קק"ל, , , ,לא,לא,לא,לא,לא,לא,לא, ,כן,לא,לא, ,HLN,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,177579,658993
1598,1598.000000,חולון,נת"ע,0.000000, ,7112.000000,181319.000000,656826.000000,בתכנון,שדרות ירושלים - מסוף אגד,שדרות ירושלים, , , , ,לא,לא,לא,לא,כן,לא,לא, ,לא,לא,לא, ,HLN,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181319,656826
1599,1599.000000,בת ים,בת ים,0.000000,א,3061.000000,175962.000000,657513.000000,בתכנון,הנביאים - יצחק שדה - הגנרל קינג,הנביאים,יצחק שדה,גנרל פייר קינג, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175962,657513
1600,1600.000000,בת ים,בת ים,0.000000,א,3062.000000,175770.000000,657307.000000,בתכנון,הנביאים - מעבר חציה,הנביאים, , , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,BY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,175770,657307
1601,1601.000000,חולון,חולון,0.000000, ,7113.000000,178945.000000,656919.000000,בתכנון,שדות מנחם בגין - אהוד מנור,שדרות מנחם בגין,אהוד מנור, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,HLN,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,178945,656919
1602,1602.000000,גבעתיים,גבעתיים,0.000000,א,4030.000000,182071.000000,663977.000000,קיים,ויצמן - ריינס - הצנחנים,ויצמן,ריינס,הצנחנים, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,GM,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182071,663977
1603,1603.000000,גבעתיים,גבעתיים,0.000000,א,4031.000000,182084.000000,664541.000000,בתכנון,ויצמן - הל"ה,ויצמן,הל"ה,הל"ה, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,GM,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182084,664541
1604,1604.000000,גבעתיים,גבעתיים,0.000000,א,4032.000000,182088.000000,664557.000000,בתכנון,ויצמן - ז'בוטינסקי - הל"ה,ויצמן,ז'בוטינסקי,הל"ה, , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,GM,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,182088,664557
1605,1605.000000,חוף השרון,נתיבי איילון,0.000000,א,15001.000000,184718.000000,679952.000000,בתכנון,חניון מתחם שפיים - כניסה צפון מזרחית,כביש 20,חניון קומת קרקע, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,SF,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,184718,679952
1606,1606.000000,חוף השרון,נתיבי איילון,0.000000,א,15002.000000,184793.000000,680092.000000,בתכנון,חניון מתחם שפיים - קומה 3,כביש 20,חניון שפיים קומה 3, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,SF,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,184793,680092
1607,1607.000000,חוף השרון,נתיבי איילון,0.000000,א,15003.000000,184718.000000,679774.000000,קיים,כביש 543 - מחלף מערבי,כביש 543,מחלף מערבי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,SF,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,184718,679774
1608,1608.000000,חוף השרון,נתיבי איילון,0.000000,א,15004.000000,184350.000000,679929.000000,קיים,כביש 543- כניסה לרישפון,כביש 543,כניסה לרישפון, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,SF,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,184350,679929
1609,1609.000000,חוף השרון,נתיבי איילון,0.000000,א,15005.000000,185046.000000,679631.000000,קיים,כביש 543 מחלף מזרחי,כביש 543,מחלף מזרחי, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,SF,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185046,679631
1610,1610.000000,נס ציונה,נס ציונה,0.000000, ,19020.000000,181053.000000,648425.000000,בתכנון,ויצמן - רוטשליד - ביאליק,ויצמן,רוטשילד,ביאליק, , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181053,648425
1611,1611.000000,נס ציונה,נס ציונה,0.000000, ,19021.000000,181027.000000,648308.000000,בתכנון,ויצמן - נורדאו,ויצמן,נורדאו, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181027,648308
1612,1612.000000,נס ציונה,נס ציונה,0.000000, ,19022.000000,181013.000000,648245.000000,בתכנון,ויצמן - השקמה,ויצמן,השקמה, , , ,לא,לא,כן,לא,לא,לא,לא, ,לא,לא,לא, ,NS,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,181013,648245
1613,1613.000000,אור יהודה,אור יהודה,0.000000, ,2029.000000,186409.000000,658767.000000,בתכנון,אריאל שרון - מסוף,אריאל שרון, , , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,OY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,OY29,186409,658767
1614,1614.000000,אור יהודה,אור יהודה,0.000000, ,2030.000000,186747.000000,658794.000000,בתכנון,אריאל שרון - אבי ואביב,אריאל שרון,אבי ואביב, , , ,לא,לא,לא,לא,לא,לא,לא, ,לא,כן,לא, ,OY,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה,OY30,186747,658794
1615,1615.000000,נתניה,נתניה,0.000000, ,21010.000000,185145.000000,686751.000000,בתכנון,שוש עטרי - הלילך,שוש עטרי,הלילך, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185145,686751
1616,1616.000000,נתניה,נתניה,0.000000, ,21011.000000,185186.000000,686846.000000,בתכנון,אהוד מנור - שוש עטרי,אהוד מנור,שוש עטרי, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185186,686846
1617,1617.000000,נתניה,נתניה,0.000000, ,21012.000000,185438.000000,686866.000000,בתכנון,זלמן שז"ר - דודו דותן - אהוד מנור,זלמן שז"ר,דודו דותן,אהוד מנור, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185438,686866
1618,1618.000000,נתניה,נתניה,0.000000, ,21013.000000,185546.000000,686924.000000,בתכנון,זלמן שז"ר - מרדכי גור,זלמן שז"ר,מרדכי גור, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185546,686924
1619,1619.000000,נתניה,נתניה,0.000000, ,21014.000000,185781.000000,687061.000000,קיים,זלמן שז"ר - בני ברמן - אמנון ותמר,זלמן שז"ר,בני ברמן,אמנון ותמר, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,185781,687061
1620,1620.000000,נתניה,נתניה,0.000000, ,21015.000000,186048.000000,687215.000000,קיים,זלמן שז"ר - בן גוריון - פנחס לבון,זלמן שז"ר,בן גוריון,פנחס לבון, , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186048,687215
1621,1621.000000,נתניה,נתניה,0.000000, ,21016.000000,186222.000000,687334.000000,קיים,פנחס לנון - גולדה מאיר,פנחס לנון,גולדה מאיר, , , ,לא,כן,לא,לא,לא,לא,לא, ,לא,לא,לא, ,NT,"רבעון 3, 2025",נתיבי איילון / CRG הנדסה, ,186222,687334
